éûçè(ms),ëäëŒï˚à (w),ëäëŒï˚à (x),ëäëŒï˚à (y),ëäëŒï˚à (z),äpë¨ìx(x),äpë¨ìx(y),äpë¨ìx(z),â¡ë¨ìx-èdóÕâ¡ë¨ìx(x),â¡ë¨ìx-èdóÕâ¡ë¨ìx(y),â¡ë¨ìx-èdóÕâ¡ë¨ìx(z),Sys,Gyro,Accel,Mag
","36.06
","0.00
","-0.57
","-1.06
","-0.23
","0
","3
","0
","0
"

"19753
","0.7181
","-0.6877
","0.0964
","-0.0452
","2.56
","36.75
","-1.69
","-0.81
","-0.04
","-0.40
","0
","3
","0
","0
"

"19761
","0.7180
","-0.6874
","0.0984
","-0.0477
","2.56
","37.50
","-3.50
","0.15
","-1.68
","0.35
","0
","3
","0
","0
"

"19769
","0.7180
","-0.0156
","-0.0001
","-0.0001
","1.06
","38.25
","-2.00
","0.10
","-1.65
","0.00
","0
","3
","0
","0
"

"19777
","0.7177
","-0.0153
","-0.0001
","-0.0001
","1.06
","38.25
","-0.06
","-0.61
","0.26
","-0.67
","0
","3
","0
","0
"

"19787
","0.7173
","-0.0152
","-0.0001
","-0.0001
","-1.06
","38.44
","1.75
","-0.69
","1.36
","-0.74
","0
","3
","0
","0
"

"19796
","0.7170
","-0.6870
","0.1055
","-0.0543
","-0.12
","38.75
","0.75
","-0.69
","1.36
","-0.74
","0
","3
","0
","0
"

"19804
","0.7167
","-0.6867
","0.1076
","-0.0568
","1.50
","39.38
","-3.63
","-0.22
","-1.61
","-0.04
","0
","3
","0
","0
"

"19811
","0.7164
","-0.6864
","0.1099
","-0.0594
","1.37
","40.38
","-3.13
","-0.18
","-0.34
","-0.22
","0
","3
","0
","0
"

"19818
","0.7164
","-0.0145
","-0.0001
","-0.0001
","0.81
","40.88
","-2.31
","-0.66
","-0.01
","-0.01
","0
","3
","0
","0
"

"19827
","0.7161
","-0.0143
","-0.0001
","-0.0001
","0.81
","-0.06
","-0.06
","-0.35
","-1.83
","0.39
","0
","3
","0
","0
"

"19836
","0.7158
","-0.0140
","-0.0001
","-0.0001
","2.06
","-0.06
","-0.06
","1.23
","-0.01
","-0.01
","0
","3
","0
","0
"

"19846
","0.7155
","-0.6855
","0.1167
","-0.0051
","2.50
","43.13
","-5.88
","1.23
","-3.36
","0.85
","0
","3
","0
","0
"

"19853
","0.7150
","-0.0135
","-0.0001
","-0.0001
","-0.81
","42.94
","-0.63
","-0.08
","-0.28
","-0.18
","0
","3
","0
","0
"

"19860
","0.7144
","-0.6852
","0.1219
","-0.0724
","-2.56
","42.75
","1.50
","-1.25
","2.84
","-0.81
","0
","3
","0
","0
"

"19868
","0.7144
","-0.0134
","-0.0001
","-0.0001
","1.69
","43.31
","-4.38
","-0.16
","0.09
","0.06
","0
","3
","0
","0
"

"19877
","0.7140
","-0.0131
","-0.0001
","-0.0001
","1.69
","-0.06
","-0.06
","0.70
","-2.39
","0.73
","0
","3
","0
","0
"

"19887
","0.7137
","-0.0125
","-0.0001
","-0.0001
","4.75
","-0.06
","-0.06
","0.70
","-2.39
","-0.01
","0
","3
","0
","0
"

"19896
","0.7134
","-0.6839
","0.1290
","-0.0812
","3.75
","44.63
","-4.31
","-0.37
","-0.19
","0.27
","0
","3
","0
","0
"

"19903
","0.7131
","-0.6834
","0.1317
","-0.0838
","3.06
","45.00
","-0.06
","-0.71
","2.34
","-0.14
","0
","3
","0
","0
"

"19910
","0.7130
","-0.6828
","0.1343
","-0.0866
","5.38
","45.63
","-1.31
","1.05
","0.37
","0.18
","0
","3
","0
","0
"

"19918
","0.7130
","-0.6828
","0.1343
","-0.0866
","6.00
","45.81
","-0.50
","-0.44
","-1.87
","0.43
","0
","3
","0
","0
"

"19928
","0.7128
","-0.6821
","0.1370
","-0.0893
","5.06
","45.75
","0.81
","-0.50
","0.54
","0.21
","0
","3
","0
","0
"

"19937
","0.7125
","-0.6814
","0.1398
","-0.0139
","5.06
","45.75
","0.81
","0.39
","-0.55
","0.39
","0
","3
","0
","0
"

"19946
","0.7123
","-0.6807
","0.1426
","-0.0945
","4.69
","45.81
","2.63
","0.39
","-0.55
","0.39
","0
","3
","0
","0
"

"19953
","0.7120
","-0.6801
","0.1453
","-0.0972
","4.00
","45.31
","-0.31
","-0.52
","-1.04
","0.00
","0
","3
","0
","0
"

"19960
","0.7116
","-0.6796
","0.1480
","-0.0998
","3.31
","45.06
","0.19
","0.51
","-0.64
","0.10
","0
","3
","0
","0
"

"19969
","0.7116
","-0.0001
","-0.0001
","-0.0001
","2.25
","43.94
","-1.63
","0.34
","-0.96
","0.01
","0
","3
","0
","0
"

"19977
","0.7111
","-0.0001
","-0.0001
","-0.0001
","2.25
","-0.06
","-0.06
","-0.18
","0.58
","-0.33
","0
","3
","0
","0
"

"19986
","0.7106
","-0.0001
","-0.0001
","-0.0001
","0.81
","-0.06
","-0.06
","-0.18
","0.58
","-0.33
","0
","3
","0
","0
"

"19996
","0.7101
","-0.6782
","0.1552
","-0.1078
","1.69
","42.50
","-4.69
","0.33
","0.06
","0.06
","0
","3
","0
","0
"

"20003
","0.7097
","-0.6778
","0.1573
","-0.1107
","2.69
","41.50
","-6.69
","0.50
","-0.78
","0.39
","0
","3
","0
","0
"

"20011
","0.7092
","-0.6774
","0.1594
","-0.1133
","2.06
","40.56
","-5.19
","0.32
","-0.78
","0.51
","0
","3
","0
","0
"

"20018
","0.7092
","-0.0001
","-0.0001
","-0.0001
","1.44
","40.44
","-1.69
","0.75
","-0.26
","0.77
","0
","3
","0
","0
"

"20027
","0.7087
","-0.0001
","-0.0001
","-0.0001
","1.44
","-0.06
","-0.06
","0.45
","0.24
","0.66
","0
","3
","0
","0
"

"20036
","0.7082
","-0.0001
","-0.0001
","-0.0001
","1.25
","39.81
","-0.06
","0.23
","0.53
","0.45
","0
","3
","0
","0
"

"20045
","0.7078
","-0.6760
","0.1664
","-0.1204
","1.19
","39.38
","-0.31
","0.23
","0.53
","0.45
","0
","3
","0
","0
"

"20052
","0.7073
","-0.6755
","0.1686
","-0.1227
","2.38
","38.75
","-1.12
","0.25
","0.44
","0.56
","0
","3
","0
","0
"

"20060
","0.7070
","-0.6749
","0.1708
","-0.1250
","3.63
","38.19
","-1.63
","0.86
","-0.68
","0.79
","0
","3
","0
","0
"

"20068
","0.7070
","-0.0001
","-0.0001
","-0.0001
","3.31
","37.13
","-0.06
","0.75
","-0.43
","0.78
","0
","3
","0
","0
"

"20077
","0.7066
","-0.0001
","-0.0001
","-0.0001
","3.31
","37.13
","-0.06
","0.16
","0.76
","0.20
","0
","3
","0
","0
"

"20086
","0.7062
","-0.0001
","-0.0001
","-0.0001
","2.44
","36.44
","2.25
","0.40
","-0.02
","0.30
","0
","3
","0
","0
"

"20096
","0.7061
","-0.6729
","0.1771
","-0.1314
","3.44
","35.50
","1.88
","0.40
","-0.02
","0.30
","0
","3
","0
","0
"

"20103
","0.7059
","-0.6722
","0.1791
","-0.1334
","5.19
","34.50
","0.00
","1.24
","-1.41
","0.54
","0
","3
","0
","0
"

"20110
","0.7056
","-0.6716
","0.1811
","-0.1354
","3.88
","33.44
","0.88
","0.24
","-1.29
","0.28
","0
","3
","0
","0
"

"20118
","0.7056
","-0.0153
","-0.0001
","-0.0001
","2.75
","32.31
","3.25
","-0.02
","0.88
","-0.04
","0
","3
","0
","0
"

"20126
","0.7053
","-0.0147
","-0.0001
","-0.0001
","2.75
","32.31
","3.25
","0.30
","-0.64
","0.01
","0
","3
","0
","0
"

"20136
","0.7050
","-0.0141
","-0.0001
","-0.0001
","3.63
","32.06
","0.63
","0.43
","-0.90
","0.10
","0
","3
","0
","0
"

"20146
","0.7048
","-0.6698
","0.1868
","-0.1408
","3.94
","31.19
","-2.06
","0.43
","-0.90
","0.10
","0
","3
","0
","0
"

"20153
","0.7045
","-0.6693
","0.1885
","-0.1426
","3.56
","30.50
","-0.94
","0.12
","-0.06
","-0.30
","0
","3
","0
","0
"

"20160
","0.7042
","-0.6687
","0.1902
","-0.1444
","3.06
","29.50
","0.44
","0.21
","-0.58
","-0.27
","0
","3
","0
","0
"

"20168
","0.7042
","-0.0125
","-0.0001
","-0.0001
","2.25
","28.19
","0.81
","0.45
","-1.72
","-0.06
","0
","3
","0
","0
"

"20176
","0.7039
","-0.0120
","-0.0001
","-0.0001
","2.25
","-0.06
","-0.06
","-0.02
","1.79
","-0.76
","0
","3
","0
","0
"

"20187
","0.7034
","-0.6678
","0.1937
","-0.0001
","-0.06
","26.50
","4.00
","-0.04
","1.53
","-0.62
","0
","3
","0
","0
"

"20196
","0.7031
","-0.6674
","0.1954
","-0.1486
","1.50
","25.50
","2.38
","-0.04
","1.53
","-0.62
","0
","3
","0
","0
"

"20203
","0.7029
","-0.6669
","0.1967
","-0.1501
","3.19
","24.44
","-1.63
","0.12
","-0.19
","-0.36
","0
","3
","0
","0
"

"20210
","0.7028
","-0.6664
","0.1979
","-0.1516
","4.13
","23.44
","-1.50
","0.21
","-0.17
","-0.07
","0
","3
","0
","0
"

"20217
","0.7028
","-0.6664
","0.1979
","-0.1516
","3.75
","22.87
","1.44
","-0.05
","1.35
","-0.55
","0
","3
","0
","0
"

"20227
","0.7026
","-0.6658
","0.1993
","-0.0122
","5.06
","22.81
","0.69
","0.34
","-0.45
","-0.09
","0
","3
","0
","0
"

"20237
","0.7025
","-0.6652
","0.2006
","-0.0135
","5.06
","22.81
","0.69
","0.63
","-2.20
","0.00
","0
","3
","0
","0
"

"20246
","0.7025
","-0.6646
","0.2020
","-0.1554
","5.31
","22.75
","2.38
","0.63
","-2.20
","0.00
","0
","3
","0
","0
"

"20253
","0.7023
","-0.6639
","0.2037
","-0.1562
","3.00
","22.50
","7.25
","-0.15
","1.99
","-0.98
","0
","3
","0
","0
"

"20260
","0.7023
","-0.6633
","0.2054
","-0.1572
","3.88
","22.12
","6.69
","-0.06
","0.67
","-0.68
","0
","3
","0
","0
"

"20268
","0.7023
","-0.0001
","-0.0001
","-0.0001
","5.31
","21.50
","3.19
","0.35
","-0.69
","-0.46
","0
","3
","0
","0
"

"20277
","0.7022
","-0.0001
","-0.0001
","-0.0001
","5.31
","21.50
","3.19
","-0.08
","0.81
","-1.20
","0
","3
","0
","0
"

"20286
","0.7022
","-0.0001
","-0.0001
","-0.0001
","5.00
","20.62
","5.19
","-0.01
","-0.51
","-0.89
","0
","3
","0
","0
"

"20296
","0.7021
","-0.6613
","0.2097
","-0.1602
","4.81
","20.37
","4.81
","-0.01
","-0.51
","-0.89
","0
","3
","0
","0
"

"20302
","0.7021
","-0.6608
","0.2109
","-0.1612
","3.88
","20.06
","2.50
","-0.33
","-2.64
","0.37
","0
","3
","0
","0
"

"20310
","0.7018
","-0.6604
","0.2123
","-0.1622
","1.31
","20.44
","2.19
","0.44
","-1.26
","-1.12
","0
","3
","0
","0
"

"20318
","0.7018
","-0.0001
","-0.0001
","-0.0001
","-0.19
","20.00
","-1.44
","-0.55
","-0.32
","-1.12
","0
","3
","0
","0
"

"20327
","0.7014
","-0.0001
","-0.0001
","-0.0001
","-0.19
","20.00
","-0.06
","-0.41
","0.16
","-0.95
","0
","3
","0
","0
"

"20336
","0.7011
","-0.0001
","-0.0001
","-0.0001
","1.06
","19.62
","-0.06
","-0.20
","-0.56
","-0.32
","0
","3
","0
","0
"

"20345
","0.7009
","-0.6594
","0.2155
","-0.1658
","3.38
","19.31
","0.25
","-0.20
","-0.56
","-0.32
","0
","3
","0
","0
"

"20353
","0.7008
","-0.6589
","0.2166
","-0.1668
","2.88
","18.06
","1.12
","-0.24
","-1.35
","-0.51
","0
","3
","0
","0
"

"20360
","0.7005
","-0.6586
","0.2177
","-0.1677
","0.44
","16.75
","1.12
","-0.07
","1.75
","-1.33
","0
","3
","0
","0
"

"20368
","0.7005
","-0.0001
","-0.0001
","-0.0001
","0.44
","16.75
","1.12
","0.39
","0.14
","-1.26
","0
","3
","0
","0
"

"20376
","0.7002
","-0.0001
","-0.0001
","-0.0001
","0.69
","16.50
","-0.06
","0.98
","-0.77
","-0.99
","0
","3
","0
","0
"

"20386
","0.7000
","-0.0001
","-0.0001
","-0.0001
","1.69
","17.31
","-0.06
","0.52
","-0.01
","-0.01
","0
","3
","0
","0
"

"20396
","0.6997
","-0.6577
","0.2205
","-0.1707
","1.19
","17.50
","-0.31
","0.52
","-0.94
","-1.29
","0
","3
","0
","0
"

"20403
","0.6994
","-0.6575
","0.2214
","-0.1718
","-0.12
","16.44
","-2.56
","-0.33
","-0.36
","-1.08
","0
","3
","0
","0
"

"20410
","0.6992
","-0.6572
","0.2221
","-0.1727
","2.63
","14.50
","-1.25
","-0.41
","0.60
","-0.99
","0
","3
","0
","0
"

"20417
","0.6992
","-0.0001
","-0.0001
","-0.0001
","4.06
","12.38
","0.75
","0.80
","0.18
","-0.43
","0
","3
","0
","0
"

"20426
","0.6992
","-0.0001
","-0.0001
","-0.0001
","4.06
","-0.06
","-0.06
","1.05
","-1.43
","-0.92
","0
","3
","0
","0
"

"20435
","0.6992
","-0.0001
","-0.0001
","-0.0001
","1.44
","-0.06
","-0.06
","1.05
","-1.43
","-0.92
","0
","3
","0
","0
"

"20445
","0.6990
","-0.6563
","0.2245
","-0.1744
","0.25
","11.44
","2.44
","0.54
","1.66
","-1.31
","0
","3
","0
","0
"

"20452
","0.6988
","-0.6560
","0.2250
","-0.1752
","1.75
","-0.06
","-0.06
","0.47
","0.93
","-1.52
","0
","3
","0
","0
"

"20460
","0.6987
","-0.6557
","0.2256
","-0.1758
","2.13
","10.69
","-0.88
","0.33
","0.13
","-1.60
","0
","3
","0
","0
"

"20467
","0.6987
","-0.0151
","-0.0001
","-0.0001
","1.31
","10.31
","3.19
","0.62
","-0.78
","-0.87
","0
","3
","0
","0
"

"20476
","0.6987
","-0.0148
","-0.0001
","-0.0001
","1.31
","-0.06
","-0.06
","-0.03
","-1.39
","-1.35
","0
","3
","0
","0
"

"20486
","0.6984
","-0.0147
","-0.0001
","-0.0001
","-0.94
","9.31
","1.81
","-0.13
","1.56
","-1.93
","0
","3
","0
","0
"

"20496
","0.6982
","-0.6553
","0.2275
","-0.0052
","-1.25
","8.50
","-0.81
","-0.13
","1.56
","-1.93
","0
","3
","0
","0
"

"20502
","0.6982
","-0.6550
","0.2277
","-0.1777
","4.13
","6.44
","-1.94
","1.03
","-0.41
","-0.44
","0
","3
","0
","0
"

"20509
","0.6985
","-0.6545
","0.2279
","-0.1780
","5.50
","4.06
","1.12
","0.03
","-2.38
","-0.22
","0
","3
","0
","0
"

"20517
","0.6985
","-0.0139
","-0.0001
","-0.0001
","-0.44
","2.94
","3.31
","0.47
","-0.73
","-0.46
","0
","3
","0
","0
"

"20527
","0.6985
","-0.0139
","-0.0001
","-0.0001
","-0.44
","2.94
","3.31
","0.02
","-1.37
","-1.46
","0
","3
","0
","0
"

"20536
","0.6978
","-0.0145
","-0.0001
","-0.0001
","-7.25
","-0.06
","-0.06
","2.84
","-0.43
","-0.68
","0
","3
","0
","0
"

"20545
","0.6973
","-0.0150
","-0.0001
","-0.0001
","-3.38
","4.00
","-19.56
","2.84
","-0.43
","-0.68
","0
","3
","0
","0
"

"20552
","0.6972
","-0.6556
","0.2271
","-0.1802
","0.00
","2.63
","0.00
","0.90
","3.93
","-1.34
","0
","3
","0
","0
"

"20559
","0.6973
","-0.6555
","0.2280
","-0.1794
","-2.00
","0.94
","14.06
","-0.67
","2.32
","-3.39
","0
","3
","0
","0
"

"20568
","0.6973
","-0.0148
","-0.0001
","-0.0001
","1.63
","-0.37
","0.88
","-0.14
","-5.09
","0.62
","0
","3
","0
","0
"

"20576
","0.6974
","-0.0147
","-0.0001
","-0.0001
","1.63
","-0.06
","-0.06
","0.69
","6.37
","-2.92
","0
","3
","0
","0
"

"20586
","0.6973
","-0.0150
","-0.0001
","-0.0001
","0.37
","-0.06
","-0.06
","1.54
","-0.44
","-0.49
","0
","3
","0
","0
"

"20595
","0.6973
","-0.6558
","0.2266
","-0.1801
","-0.31
","-3.81
","-7.13
","1.54
","-0.44
","-0.49
","0
","3
","0
","0
"

"20602
","0.6974
","-0.6558
","0.2266
","-0.1795
","0.25
","-5.19
","5.31
","2.08
","0.77
","-1.34
","0
","3
","0
","0
"

"20610
","0.6980
","-0.6553
","0.2271
","-0.1783
","4.00
","-5.50
","15.75
","-0.41
","-2.34
","2.97
","0
","3
","0
","0
"

"20617
","0.6980
","-0.0146
","-0.0001
","-0.0001
","3.94
","-8.38
","-3.56
","-0.18
","-7.15
","1.00
","0
","3
","0
","0
"

"20626
","0.6984
","-0.0146
","-0.0001
","-0.0001
","3.94
","-8.38
","-3.56
","1.48
","6.60
","-3.97
","0
","3
","0
","0
"

"20636
","0.6977
","-0.0156
","-0.0001
","-0.0001
","-11.63
","-7.50
","-0.06
","0.82
","-0.01
","-0.01
","0
","3
","0
","0
"

"20645
","0.6975
","-0.6567
","0.2252
","-0.1777
","-5.19
","-6.88
","-0.69
","0.82
","4.58
","-1.93
","0
","3
","0
","0
"

"20653
","0.6980
","-0.6565
","0.2243
","-0.1775
","6.44
","-9.69
","-3.88
","1.73
","-7.57
","0.98
","0
","3
","0
","0
"

"20660
","0.6986
","-0.6563
","0.2237
","-0.1768
","5.88
","-11.75
","3.56
","0.07
","-4.86
","1.54
","0
","3
","0
","0
"

"20667
","0.6986
","-0.0156
","-0.0001
","-0.0001
","-4.38
","-10.69
","11.25
","-1.21
","0.91
","-1.58
","0
","3
","0
","0
"

"20676
","0.6987
","-0.0001
","-0.0001
","-0.0001
","-4.38
","-0.06
","-0.06
","0.95
","6.28
","-0.89
","0
","3
","0
","0
"

"20685
","0.6987
","-0.0001
","-0.0001
","-0.0001
","-3.56
","-11.50
","-4.31
","0.01
","-6.73
","0.46
","0
","3
","0
","0
"

"20695
","0.6985
","-0.6575
","0.2215
","-0.1750
","-3.00
","-11.88
","-12.81
","0.01
","-6.73
","0.46
","0
","3
","0
","0
"

"20702
","0.6988
","-0.6577
","0.2208
","-0.1742
","-0.12
","-12.94
","1.12
","-0.09
","-6.56
","1.50
","0
","3
","0
","0
"

"20709
","0.6995
","-0.6573
","0.2206
","-0.1729
","5.00
","-12.69
","11.81
","1.48
","6.01
","2.41
","0
","3
","0
","0
"

"20717
","0.6995
","-0.0001
","-0.0001
","-0.0001
","-3.63
","-11.44
","7.31
","0.45
","-1.50
","-0.46
","0
","3
","0
","0
"

"20726
","0.6996
","-0.0001
","-0.0001
","-0.0001
","-3.63
","-11.44
","7.31
","1.24
","4.55
","-0.17
","0
","3
","0
","0
"

"20736
","0.6994
","-0.0001
","-0.0001
","-0.0001
","-7.31
","-0.06
","-0.06
","1.24
","4.55
","-0.17
","0
","3
","0
","0
"

"20745
","0.6995
","-0.6584
","0.2192
","-0.1704
","-1.12
","-11.69
","-2.25
","0.02
","1.65
","0.97
","0
","3
","0
","0
"

"20752
","0.7000
","-0.6583
","0.2184
","-0.1699
","4.81
","-11.06
","-0.88
","-0.81
","-0.59
","0.35
","0
","3
","0
","0
"

"20759
","0.7007
","-0.6581
","0.2178
","-0.1691
","6.44
","-12.81
","4.25
","-2.23
","-3.01
","0.99
","0
","3
","0
","0
"

"20767
","0.7007
","-0.0001
","-0.0001
","-0.0001
","-0.88
","-14.81
","6.56
","-0.84
","0.82
","0.23
","0
","3
","0
","0
"

"20775
","0.7010
","-0.0001
","-0.0001
","-0.0001
","-0.88
","-14.81
","-0.06
","-0.56
","-1.53
","0.11
","0
","3
","0
","0
"

"20786
","0.7011
","-0.0001
","-0.0001
","-0.0001
","-3.00
","-15.44
","-0.06
","-0.56
","-1.53
","0.11
","0
","3
","0
","0
"

"20795
","0.7010
","-0.6591
","0.2153
","-0.1664
","-4.19
","-14.69
","-4.00
","2.41
","4.08
","-0.78
","0
","3
","0
","0
"

"20802
","0.7011
","-0.6595
","0.2149
","-0.1653
","-4.69
","-12.38
","4.75
","1.17
","1.16
","-2.25
","0
","3
","0
","0
"

"20809
","0.7012
","-0.6597
","0.2148
","-0.1639
","-4.31
","-11.56
","10.50
","-1.40
","-6.59
","-0.48
","0
","3
","0
","0
"

"20817
","0.7012
","-0.0001
","-0.0001
","-0.0001
","1.44
","-13.06
","4.38
","-0.54
","-2.79
","1.37
","0
","3
","0
","0
"

"20826
","0.7016
","-0.0001
","-0.0001
","-0.0001
","1.44
","-13.06
","-0.06
","-0.19
","2.31
","1.26
","0
","3
","0
","0
"

"20836
","0.7018
","-0.0001
","-0.0001
","-0.0001
","-1.37
","-11.88
","2.88
","1.60
","-2.52
","0.77
","0
","3
","0
","0
"

"20845
","0.7019
","-0.6601
","0.2136
","-0.1610
","-2.56
","-10.94
","7.69
","1.60
","-2.52
","0.77
","0
","3
","0
","0
"

"20852
","0.7021
","-0.6602
","0.2131
","-0.1602
","0.56
","-11.06
","3.00
","0.31
","2.93
","2.11
","0
","3
","0
","0
"

"20859
","0.7020
","-0.6606
","0.2123
","-0.1600
","-3.75
","-8.75
","-5.38
","-1.17
","-1.91
","-0.29
","0
","3
","0
","0
"

"20867
","0.7020
","-0.0001
","-0.0001
","-0.0001
","-1.69
","-8.69
","-5.81
","-3.02
","-0.26
","0.79
","0
","3
","0
","0
"

"20876
","0.7020
","-0.0001
","-0.0001
","-0.0001
","-1.69
","-8.69
","-5.81
","-2.30
","0.20
","1.91
","0
","3
","0
","0
"

"20885
","0.7026
","-0.0001
","-0.0001
","-0.0001
","5.88
","-12.31
","-0.06
","-0.27
","1.29
","0.40
","0
","3
","0
","0
"

"20895
","0.7030
","-0.6609
","0.2095
","-0.1584
","2.69
","-16.69
","-3.19
","-0.27
","1.29
","0.40
","0
","3
","0
","0
"

"20902
","0.7030
","-0.6614
","0.2083
","-0.1578
","-3.19
","-16.12
","-5.44
","1.18
","-3.85
","-1.26
","0
","3
","0
","0
"

"20910
","0.7032
","-0.6616
","0.2074
","-0.1573
","0.19
","-12.69
","-3.13
","0.03
","0.28
","0.26
","0
","3
","0
","0
"

"20917
","0.7032
","-0.0001
","-0.0001
","-0.0001
","-2.06
","-11.69
","-2.13
","1.91
","6.00
","-1.89
","0
","3
","0
","0
"

"20926
","0.7032
","-0.0001
","-0.0001
","-0.0001
","-2.06
","-11.69
","-2.13
","0.29
","-1.85
","-1.77
","0
","3
","0
","0
"

"20935
","0.7033
","-0.0001
","-0.0001
","-0.0001
","-3.00
","-11.69
","1.63
","-0.55
","-5.00
","0.58
","0
","3
","0
","0
"

"20944
","0.7034
","-0.6625
","0.2051
","-0.1555
","-1.31
","-12.06
","-4.69
","-0.55
","-5.00
","0.58
","0
","3
","0
","0
"

"20952
","0.7033
","-0.6630
","0.2042
","-0.1552
","-3.31
","-9.88
","-5.38
","0.54
","2.24
","-1.99
","0
","3
","0
","0
"

"20959
","0.7035
","-0.6630
","0.2042
","-0.1542
","-0.88
","-8.13
","8.44
","-0.53
","-4.04
","1.47
","0
","3
","0
","0
"

"20967
","0.7035
","-0.0001
","-0.0001
","-0.0001
","0.81
","-9.56
","-0.31
","-0.91
","-1.99
","1.02
","0
","3
","0
","0
"

"20976
","0.7037
","-0.0001
","-0.0001
","-0.0001
","0.81
","-9.56
","-0.31
","1.41
","1.77
","-1.47
","0
","3
","0
","0
"

"20985
","0.7036
","-0.0001
","-0.0001
","-0.0001
","-4.38
","-0.06
","-0.06
","1.41
","-0.01
","-0.01
","0
","3
","0
","0
"

"20995
","0.7037
","-0.6636
","0.2025
","-0.1530
","-0.50
","-8.38
","3.50
","-0.67
","-4.85
","1.53
","0
","3
","0
","0
"

"21002
","0.7040
","-0.6635
","0.2023
","-0.1522
","2.56
","-0.06
","-0.06
","-0.93
","-2.75
","0.79
","0
","3
","0
","0
"

"21009
","0.7043
","-0.6635
","0.2018
","-0.1517
","1.25
","-7.50
","1.50
","0.52
","5.89
","-0.93
","0
","3
","0
","0
"

"21017
","0.7043
","-0.0001
","-0.0001
","-0.0001
","-0.69
","-8.50
","2.44
","-1.16
","-2.28
","0.89
","0
","3
","0
","0
"

"21025
","0.7044
","-0.0001
","-0.0001
","-0.0001
","-0.69
","-8.50
","2.44
","0.06
","1.70
","-1.00
","0
","3
","0
","0
"

"21036
","0.7045
","-0.0001
","-0.0001
","-0.0001
","-1.75
","-9.06
","1.94
","0.22
","0.75
","-0.81
","0
","3
","0
","0
"

"21045
","0.7046
","-0.0001
","-0.0001
","-0.0001
","-1.12
","-8.44
","-1.50
","0.22
","0.75
","-0.81
","0
","3
","0
","0
"

"21052
","0.7050
","-0.6638
","0.2001
","-0.1495
","4.38
","-8.38
","1.94
","-0.56
","-2.03
","1.08
","0
","3
","0
","0
"

"21059
","0.7052
","-0.6638
","0.1995
","-0.1492
","2.25
","-7.94
","-1.12
","0.47
","0.23
","-0.95
","0
","3
","0
","0
"

"21066
","0.7052
","-0.0001
","-0.0001
","-0.0001
","0.31
","-5.50
","-1.44
","-0.53
","-0.66
","0.09
","0
","3
","0
","0
"

"21075
","0.7053
","-0.0001
","-0.0001
","-0.0001
","0.31
","-0.06
","-0.06
","-0.57
","0.26
","-0.14
","0
","3
","0
","0
"

"21085
","0.7057
","-0.0001
","-0.0001
","-0.0001
","4.94
","-0.06
","-0.06
","-0.57
","0.26
","-0.14
","0
","3
","0
","0
"

"21094
","0.7056
","-0.6638
","0.1982
","-0.1487
","-1.19
","-5.06
","-3.50
","-0.42
","-3.75
","-0.87
","0
","3
","0
","0
"

"21101
","0.7057
","-0.6639
","0.1978
","-0.1485
","1.12
","-5.25
","-1.56
","0.24
","3.89
","-0.48
","0
","3
","0
","0
"

"21109
","0.7062
","-0.6635
","0.1978
","-0.1478
","4.88
","-6.44
","7.50
","-1.12
","-0.19
","1.86
","0
","3
","0
","0
"

"21116
","0.7062
","-0.0001
","-0.0001
","-0.0001
","4.88
","-6.44
","7.50
","-0.43
","-7.49
","0.52
","0
","3
","0
","0
"

"21126
","0.7064
","-0.0001
","-0.0001
","-0.0001
","-0.44
","-6.69
","-0.06
","1.19
","1.55
","-2.07
","0
","3
","0
","0
"

"21135
","0.7064
","-0.0001
","-0.0001
","-0.0001
","-3.00
","-6.81
","-0.06
","1.19
","1.55
","-2.07
","0
","3
","0
","0
"

"21144
","0.7061
","-0.6642
","0.1970
","-0.1464
","-5.75
","-5.63
","1.00
","1.39
","1.68
","-1.80
","0
","3
","0
","0
"

"21151
","0.7062
","-0.6641
","0.1971
","-0.1457
","0.25
","-3.50
","7.56
","-0.87
","-0.15
","-1.90
","0
","3
","0
","0
"

"21158
","0.7067
","-0.6638
","0.1970
","-0.1454
","5.13
","-3.44
","3.13
","-0.67
","-0.29
","1.34
","0
","3
","0
","0
"

"21167
","0.7067
","-0.0001
","-0.0001
","-0.0001
","5.13
","-3.44
","3.13
","-0.27
","0.29
","-2.03
","0
","3
","0
","0
"

"21176
","0.7063
","-0.6643
","0.1964
","-0.0001
","-4.50
","-2.88
","-10.88
","-0.64
","4.50
","1.26
","0
","3
","0
","0
"

"21185
","0.7067
","-0.0001
","-0.0001
","-0.0001
","5.88
","-0.06
","-0.06
","-0.52
","-4.08
","1.26
","0
","3
","0
","0
"

"21194
","0.7072
","-0.6637
","0.1957
","-0.1453
","6.06
","-5.94
","4.31
","-0.52
","-4.08
","1.26
","0
","3
","0
","0
"

"21201
","0.7072
","-0.6638
","0.1957
","-0.1446
","-2.38
","-6.19
","5.38
","1.10
","1.32
","-1.26
","0
","3
","0
","0
"

"21209
","0.7075
","-0.6636
","0.1956
