時刻(ms),相対方位(w),相対方位(x),相対方位(y),相対方位(z),角速度(x),角速度(y),角速度(z),加速度-重力加速度(x),加速度-重力加速度(y),加速度-重力加速度(z),磁場強度,磁場強度,磁場強度,加速度,加速度,加速度,重力加速度,重力加速度,重力加速度,Sys,Gyro,Accel,Mag
","-0.01
","-0.01
","38.56
","-23.56
","-12.38
","-3.88
","6.55
","-6.15
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3547
","0.4318
","0.7769
","0.4583
","0.0000
","-0.12
","0.06
","0.00
","0.01
","-0.01
","-0.01
","38.56
","-0.06
","-0.06
","-3.86
","6.55
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3565
","0.4318
","0.7769
","0.4583
","0.0000
","-0.12
","0.12
","-0.06
","0.02
","0.00
","0.03
","38.56
","-24.69
","-12.75
","-3.85
","6.57
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"3584
","0.4318
","0.7769
","0.4583
","0.0000
","0.12
","-0.06
","0.00
","0.03
","-0.01
","0.01
","38.56
","-24.69
","-12.75
","-3.85
","6.56
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"3602
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.00
","-0.12
","-0.12
","0.00
","0.00
","0.04
","38.56
","-24.69
","-12.75
","-3.87
","6.57
","-6.10
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3619
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.12
","0.00
","0.06
","0.02
","-0.01
","-0.01
","38.19
","-23.87
","-14.00
","-3.88
","6.54
","-6.09
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3637
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","0.00
","0.12
","0.02
","-0.01
","-0.01
","38.19
","-0.06
","-0.06
","-3.85
","6.55
","-6.12
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3655
","0.4318
","0.7769
","0.4583
","0.0000
","-0.06
","-0.06
","-0.06
","0.02
","-0.01
","0.04
","38.19
","-23.87
","-14.00
","-3.85
","6.56
","-6.10
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"3673
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.06
","-0.06
","0.06
","0.01
","-0.01
","0.03
","38.56
","-24.69
","-12.75
","-3.86
","6.56
","-6.11
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"3690
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.06
","0.00
","0.00
","0.01
","-0.01
","0.01
","38.56
","-24.69
","-12.75
","-3.85
","6.57
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3707
","0.4318
","0.7769
","0.4583
","0.0000
","0.12
","-0.12
","0.06
","0.01
","-0.01
","0.03
","38.56
","-24.69
","-12.75
","-3.86
","6.56
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3726
","0.4318
","0.7769
","0.4583
","0.0000
","0.12
","-0.06
","-0.06
","0.02
","-0.02
","0.01
","38.56
","-24.25
","-14.00
","-3.85
","6.55
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"3744
","0.4318
","0.7769
","0.4583
","0.0000
","0.12
","-0.12
","-0.12
","0.02
","0.00
","0.05
","38.56
","-24.25
","-14.00
","-3.85
","6.57
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"3763
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.06
","0.00
","0.12
","0.01
","-0.02
","0.05
","38.19
","-25.06
","-12.38
","-3.86
","6.54
","-6.09
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"3780
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.06
","-0.19
","0.06
","0.01
","-0.01
","0.02
","38.19
","-25.06
","-12.38
","-3.86
","6.56
","-6.12
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3799
","0.4318
","0.7769
","0.4583
","0.0000
","0.06
","0.06
","0.00
","-0.01
","-0.01
","0.02
","38.19
","-25.06
","-12.38
","-3.87
","6.56
","-6.11
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3817
","0.4318
","0.7769
","0.4583
","0.0000
","0.06
","-0.19
","-0.06
","0.02
","-0.01
","-0.01
","39.69
","-0.06
","-0.06
","-3.85
","6.56
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3835
","0.4318
","0.7769
","0.4583
","0.0000
","-0.06
","-0.06
","0.19
","0.01
","0.00
","0.00
","39.69
","-0.06
","-0.06
","-3.86
","6.57
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"3854
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.06
","0.19
","0.00
","0.03
","-0.03
","0.01
","39.69
","-23.87
","-12.38
","-3.84
","6.54
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3870
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.12
","0.06
","0.00
","0.02
","-0.01
","0.03
","38.19
","-24.69
","-13.19
","-3.85
","6.56
","-6.11
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3889
","0.4318
","0.7769
","0.4583
","0.0000
","0.06
","-0.06
","-0.06
","0.02
","0.00
","0.00
","38.19
","-24.69
","-13.19
","-3.86
","6.55
","-6.11
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3907
","0.4318
","0.7769
","0.4583
","0.0000
","0.12
","0.00
","-0.06
","0.00
","-0.02
","0.00
","38.19
","-24.69
","-13.19
","-3.88
","6.55
","-6.14
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"3924
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","0.00
","0.06
","-0.01
","-0.01
","0.03
","39.69
","-24.25
","-13.25
","-3.89
","6.55
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"3943
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.00
","0.12
","0.00
","0.02
","-0.02
","0.04
","39.69
","-24.25
","-13.25
","-3.85
","6.55
","-6.10
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"3960
","0.4318
","0.7769
","0.4583
","0.0000
","0.12
","0.00
","-0.06
","0.02
","-0.01
","-0.01
","39.69
","-24.25
","-13.25
","-3.86
","6.58
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3978
","0.4318
","0.7769
","0.4583
","0.0000
","0.06
","-0.19
","-0.06
","0.01
","-0.01
","-0.01
","38.19
","-0.06
","-0.06
","-3.86
","6.54
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"3996
","0.4318
","0.7769
","0.4583
","0.0000
","-0.06
","0.06
","0.06
","0.00
","-0.01
","0.05
","38.19
","-0.06
","-0.06
","-3.88
","6.55
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4014
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.06
","0.19
","-0.19
","0.02
","-0.02
","0.00
","38.56
","-23.56
","-12.75
","-3.85
","6.55
","-6.14
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4031
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.06
","-0.12
","0.06
","0.00
","-0.03
","0.01
","38.56
","-23.56
","-12.75
","-3.87
","6.54
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4049
","0.4318
","0.7769
","0.4583
","0.0000
","-0.06
","0.00
","-0.06
","0.00
","-0.01
","-0.01
","38.56
","-0.06
","-0.06
","-3.86
","6.58
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4068
","0.4318
","0.7769
","0.4583
","0.0000
","-0.12
","0.00
","0.00
","0.00
","-0.01
","-0.01
","37.75
","-0.06
","-0.06
","-3.87
","6.54
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4086
","0.4318
","0.7769
","0.4583
","0.0000
","-0.19
","-0.06
","-0.06
","0.02
","-0.02
","0.00
","37.75
","-0.06
","-0.06
","-3.85
","6.54
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4105
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.00
","0.06
","-0.06
","0.00
","-0.01
","0.05
","37.75
","-23.56
","-12.38
","-3.87
","6.56
","-6.09
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4121
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.06
","-0.25
","-0.12
","0.02
","-0.02
","0.01
","38.56
","-23.56
","-12.38
","-3.86
","6.54
","-6.12
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4140
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","-0.06
","-0.06
","0.00
","-0.01
","-0.01
","38.56
","-0.06
","-0.06
","-3.86
","6.57
","-6.14
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4157
","0.4318
","0.7769
","0.4583
","0.0000
","-0.19
","0.25
","0.00
","0.00
","-0.01
","0.03
","38.56
","-23.56
","-12.38
","-3.87
","6.55
","-6.11
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4174
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.12
","-0.25
","0.00
","0.00
","-0.02
","0.01
","38.88
","-23.87
","-12.38
","-3.87
","6.55
","-6.13
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4192
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.12
","-0.06
","-0.06
","0.01
","-0.02
","0.01
","38.88
","-23.87
","-12.38
","-3.86
","6.55
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4209
","0.4318
","0.7769
","0.4583
","0.0000
","-0.06
","-0.06
","0.00
","0.01
","-0.01
","0.04
","38.88
","-0.06
","-0.06
","-3.86
","6.55
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4227
","0.4318
","0.7769
","0.4583
","0.0000
","-0.06
","-0.12
","-0.06
","0.02
","-0.03
","0.00
","38.56
","-0.06
","-0.06
","-3.85
","6.54
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4245
","0.4318
","0.7769
","0.4583
","0.0000
","-0.19
","0.06
","0.00
","0.01
","-0.01
","0.02
","38.56
","-23.87
","-12.00
","-3.86
","6.56
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4263
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.25
","-0.06
","0.06
","0.00
","-0.01
","0.01
","38.19
","-24.25
","-13.25
","-3.87
","6.55
","-6.13
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4281
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.00
","-0.06
","-0.06
","0.02
","-0.01
","-0.01
","38.19
","-24.25
","-13.25
","-3.85
","6.57
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4298
","0.4318
","0.7769
","0.4583
","0.0000
","0.12
","-0.06
","-0.06
","0.00
","-0.01
","-0.01
","38.19
","-24.25
","-13.25
","-3.87
","6.56
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4318
","0.4318
","0.7769
","0.4583
","0.0000
","-0.12
","-0.06
","0.00
","0.01
","-0.01
","0.04
","38.56
","-7.88
","-0.06
","-3.86
","6.56
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4335
","0.4318
","0.7769
","0.4583
","0.0000
","-0.12
","0.00
","-0.12
","0.01
","-0.01
","0.03
","38.56
","-23.87
","-12.38
","-3.86
","6.55
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4354
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.06
","-0.12
","0.00
","0.00
","-0.01
","0.03
","38.56
","-23.87
","-12.38
","-3.88
","6.56
","-6.11
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4371
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.06
","0.00
","-0.06
","0.00
","-0.01
","-0.01
","38.88
","-23.25
","-14.38
","-3.87
","6.54
","-6.07
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4389
","0.4318
","0.7769
","0.4583
","0.0000
","-0.19
","0.12
","0.06
","0.00
","-0.01
","-0.01
","38.88
","-0.06
","-0.06
","-3.87
","6.56
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4408
","0.4318
","0.7769
","0.4583
","0.0000
","-0.19
","0.06
","-0.12
","0.00
","-0.03
","0.03
","38.88
","-23.25
","-14.38
","-3.88
","6.54
","-6.11
","-3.88
","6.57
","-1.03
","3
","3
","1
","0
"

"4424
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.06
","0.00
","-0.06
","0.01
","-0.01
","0.03
","38.88
","-23.87
","-12.75
","-3.86
","6.56
","-6.11
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4442
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.06
","-0.12
","0.00
","0.02
","-0.01
","0.01
","38.88
","-23.87
","-12.75
","-3.85
","6.55
","-6.10
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4460
","0.4318
","0.7769
","0.4583
","0.0000
","-0.12
","-0.06
","0.00
","0.02
","-0.02
","0.03
","38.88
","-23.87
","-12.75
","-3.85
","6.54
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4477
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","-0.06
","0.00
","0.03
","-0.01
","0.01
","39.25
","-0.06
","-0.06
","-3.85
","6.56
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4496
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.00
","-0.12
","0.06
","0.01
","-0.01
","0.01
","39.25
","-23.87
","-14.00
","-3.86
","6.56
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4513
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","-0.06
","-0.06
","0.01
","-0.01
","0.01
","38.19
","-23.87
","-13.25
","-3.88
","6.57
","-6.09
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4531
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","0.06
","0.00
","0.00
","-0.01
","-0.01
","38.19
","-0.06
","-0.06
","-3.85
","6.56
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4549
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","-0.06
","-0.06
","0.01
","-0.01
","-0.01
","38.19
","-0.06
","-0.06
","-3.86
","6.56
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4568
","0.4318
","0.7769
","0.4583
","0.0000
","0.06
","-0.25
","-0.12
","0.01
","0.00
","0.05
","38.88
","-0.06
","-0.06
","-3.86
","6.57
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4586
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.06
","0.00
","0.00
","0.00
","-0.02
","0.01
","38.88
","-23.87
","-12.75
","-3.87
","6.54
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4603
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.06
","0.00
","-0.06
","0.00
","-0.03
","0.02
","38.88
","-23.87
","-12.75
","-3.87
","6.54
","-6.12
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4621
","0.4318
","0.7769
","0.4583
","0.0000
","0.06
","-0.06
","-0.06
","0.00
","0.00
","0.03
","38.88
","-23.56
","-13.56
","-3.86
","6.58
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4639
","0.4318
","0.7769
","0.4583
","0.0000
","-0.06
","0.06
","0.00
","0.02
","-0.01
","-0.01
","38.88
","-0.06
","-0.06
","-3.85
","6.55
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4659
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","-0.06
","0.00
","0.00
","-0.01
","0.03
","38.88
","-23.56
","-13.56
","-3.87
","6.55
","-6.11
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4675
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.12
","-0.19
","-0.06
","0.00
","-0.01
","0.04
","38.88
","-23.87
","-13.56
","-3.87
","6.56
","-6.10
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4692
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.00
","0.00
","0.06
","0.00
","0.00
","0.00
","38.88
","-23.87
","-13.56
","-3.86
","6.55
","-6.11
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4711
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","-0.06
","0.12
","0.02
","-0.01
","0.04
","38.88
","-0.06
","-0.06
","-3.85
","6.55
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4728
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","0.00
","-0.06
","0.01
","-0.02
","0.00
","37.75
","-24.25
","-12.75
","-3.86
","6.55
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4747
","0.4318
","0.7769
","0.4583
","0.0000
","0.12
","-0.06
","0.00
","0.02
","-0.02
","0.00
","37.75
","-24.25
","-12.75
","-3.85
","6.54
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4764
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.00
","-0.06
","-0.06
","0.02
","0.00
","0.00
","38.56
","-23.87
","-12.38
","-3.85
","6.57
","-6.14
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4782
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.00
","-0.06
","-0.06
","0.00
","-0.01
","-0.01
","38.56
","-23.87
","-12.38
","-3.87
","6.55
","-6.12
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4800
","0.4318
","0.7769
","0.4583
","0.0000
","0.06
","-0.12
","0.00
","0.03
","0.00
","0.02
","38.56
","-0.06
","-0.06
","-3.85
","6.58
","-6.12
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4818
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","0.00
","-0.06
","0.02
","-0.02
","0.02
","38.56
","-24.69
","-12.00
","-3.85
","6.54
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4837
","0.4318
","0.7769
","0.4583
","0.0000
","0.12
","-0.31
","-0.06
","0.00
","-0.01
","0.03
","38.56
","-24.69
","-12.00
","-3.87
","6.56
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4855
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.12
","-0.25
","0.12
","0.00
","-0.01
","-0.01
","38.56
","-24.69
","-12.00
","-3.87
","6.56
","-6.16
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4873
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.00
","0.06
","0.00
","0.01
","0.00
","0.01
","38.56
","-24.25
","-12.75
","-3.84
","6.54
","-6.12
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4891
","0.4318
","0.7769
","0.4583
","0.0000
","0.06
","-0.06
","-0.06
","0.00
","-0.01
","-0.01
","38.56
","-24.25
","-12.75
","-3.87
","6.54
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4910
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","0.00
","-0.06
","0.02
","-0.01
","0.00
","38.56
","-24.25
","-12.75
","-3.85
","6.55
","-6.14
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4926
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.12
","-0.12
","0.00
","0.00
","-0.02
","0.00
","38.88
","-24.25
","-13.56
","-3.87
","6.55
","-6.15
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4943
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.06
","0.06
","-0.06
","0.00
","-0.03
","0.00
","38.88
","-24.25
","-13.56
","-3.87
","6.54
","-6.11
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4962
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","0.06
","0.06
","0.02
","0.00
","0.04
","38.88
","-24.25
","-13.56
","-3.85
","6.57
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"4979
","0.4318
","0.7769
","0.4583
","0.0000
","-0.06
","-0.06
","-0.06
","0.03
","0.00
","0.00
","38.56
","-0.06
","-0.06
","-3.85
","6.57
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"4997
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.06
","-0.12
","0.06
","0.03
","0.01
","0.02
","38.56
","-23.56
","-13.25
","-3.85
","6.59
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"5014
","0.4318
","0.7769
","0.4583
","0.0000
","0.06
","-0.06
","-0.06
","0.01
","-0.02
","0.03
","38.56
","-24.69
","-11.56
","-3.86
","6.54
","-6.12
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5031
","0.4318
","0.7769
","0.4583
","0.0000
","-0.06
","0.06
","0.06
","0.01
","-0.01
","-0.01
","38.56
","-24.69
","-11.56
","-3.85
","6.56
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5051
","0.4318
","0.7769
","0.4583
","0.0000
","-0.19
","0.19
","0.06
","0.00
","-0.01
","-0.01
","38.56
","-24.69
","-11.56
","-3.87
","6.55
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5069
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","0.12
","-0.12
","0.01
","-0.02
","0.04
","38.88
","-24.69
","-11.56
","-3.86
","6.54
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5089
","0.4318
","0.7769
","0.4583
","0.0000
","-0.06
","0.31
","-0.19
","0.01
","-0.03
","0.01
","38.88
","-24.69
","-11.56
","-3.86
","6.54
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"5107
","0.4318
","0.7769
","0.4583
","0.0000
","-0.12
","0.19
","0.00
","0.01
","-0.02
","0.01
","38.88
","-24.69
","-11.56
","-3.86
","6.55
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5125
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.25
","0.06
","-0.06
","0.01
","-0.01
","0.01
","38.56
","-24.25
","-12.75
","-3.86
","6.56
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5142
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.06
","0.00
","-0.06
","0.02
","-0.01
","-0.01
","38.56
","-24.25
","-12.75
","-3.85
","6.55
","-6.15
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5160
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","0.06
","-0.06
","0.00
","-0.03
","0.04
","38.56
","-24.25
","-12.75
","-3.87
","6.54
","-6.10
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"5178
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.06
","0.12
","-0.12
","0.02
","-0.01
","0.04
","38.19
","-23.56
","-13.56
","-3.85
","6.55
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"5196
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.12
","0.12
","0.06
","0.02
","0.00
","0.03
","38.19
","-23.56
","-13.56
","-3.85
","6.57
","-6.11
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"5214
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","0.06
","-0.06
","0.01
","-0.01
","-0.01
","38.19
","-0.06
","-0.06
","-3.87
","6.57
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5231
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","-0.12
","-0.06
","0.00
","-0.01
","-0.01
","38.88
","-24.25
","-12.75
","-3.87
","6.56
","-0.01
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5250
","0.4318
","0.7769
","0.4583
","0.0000
","-0.12
","-0.31
","0.06
","0.00
","-0.02
","0.03
","38.88
","-24.25
","-12.75
","-3.87
","6.55
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"5268
","0.4318
","0.7769
","0.4583
","0.0000
","-0.06
","0.25
","0.06
","0.01
","-0.01
","0.04
","39.25
","-23.56
","-13.25
","-3.86
","6.55
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"5286
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.06
","0.06
","0.00
","0.02
","0.00
","0.00
","39.25
","-23.56
","-13.25
","-3.85
","6.57
","-6.14
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"5305
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.06
","0.19
","0.00
","0.01
","-0.03
","0.00
","39.25
","-23.56
","-13.25
","-3.87
","6.53
","-6.10
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5322
","0.4318
","0.7769
","0.4583
","0.0000
","-0.12
","0.06
","-0.06
","0.02
","0.00
","0.01
","39.25
","-0.06
","-0.06
","-3.85
","6.56
","-6.10
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5341
","0.4318
","0.7769
","0.4583
","0.0000
","0.06
","0.12
","0.00
","0.02
","-0.01
","-0.01
","39.25
","-0.06
","-0.06
","-3.85
","6.54
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"5359
","0.4318
","0.7769
","0.4583
","0.0000
","-0.19
","-0.19
","0.00
","0.01
","-0.02
","0.02
","39.25
","-23.87
","-13.25
","-3.86
","6.54
","-6.12
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5376
","0.4318
","-0.0001
","-0.0001
","-0.0001
","0.00
","-0.06
","-0.06
","0.03
","-0.01
","0.00
","38.19
","-24.25
","-12.38
","-3.85
","6.56
","-6.14
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5393
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.06
","0.06
","0.12
","0.01
","-0.01
","-0.01
","38.19
","-24.25
","-12.38
","-3.85
","6.55
","-6.13
","-3.88
","6.57
","-6.15
","3
","3
","1
","0
"

"5411
","0.4318
","0.7769
","0.4583
","0.0000
","-0.12
","-0.06
","-0.06
","0.00
","0.00
","0.02
","38.19
","-24.25
","-12.38
","-3.88
","6.57
","-1.00
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"5429
","0.4318
","0.7769
","0.4583
","0.0000
","-0.12
","0.12
","-0.19
","0.00
","-0.01
","0.01
","38.19
","-24.25
","-11.56
","-3.87
","6.56
","-0.01
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"5447
","0.4318
","-0.0001
","-0.0001
","-0.0001
","-0.12
","-0.06
","-0.06
","0.02
","-0.02
","0.01
","38.19
","-24.25
","-11.56
","-3.85
","6.54
","-6.13
","-3.88
","6.57
","-0.01
","3
","3
","1
","0
"

"5465
","0.4318
","0.7769
","0.4583
","0.0000
","0.00
","-0.19
","-0.12
","0.01
","-0.01
","-0.01
","38.19
","-24.25
","-11.56
","-3.85
","6.55
","-6.13
","-3.88
